uid	sid	timestamp
A03364251DGXSGA9PSR99	B004DM595C	1356393600
A03364251DGXSGA9PSR99	B00154MOEU	1366243200
A03364251DGXSGA9PSR99	B001FYZTEW	1366243200
A03364251DGXSGA9PSR99	B004QLOFTG	1366243200
A03364251DGXSGA9PSR99	B001G2GCO4	1373932800
A03364251DGXSGA9PSR99	B001G2L1O0	1373932800
A03364251DGXSGA9PSR99	B003ZS6OJK	1373932800
A03364251DGXSGA9PSR99	B004ZI6AQQ	1373932800
A03364251DGXSGA9PSR99	B007PY4QV8	1373932800
A03364251DGXSGA9PSR99	B0092DUN6M	1373932800
A03364251DGXSGA9PSR99	B005V1A05S	1375747200
A03364251DGXSGA9PSR99	B000HRVC5I	1376092800
A03364251DGXSGA9PSR99	B003ZS4WJY	1376092800
A03364251DGXSGA9PSR99	B004L8J15C	1376092800
A03364251DGXSGA9PSR99	B004Y3H7MS	1376092800
A03364251DGXSGA9PSR99	B004Z40048	1376092800
A03364251DGXSGA9PSR99	B005OMZW48	1376092800
A03364251DGXSGA9PSR99	B005V1TL12	1376092800
A03364251DGXSGA9PSR99	B008K1YYM6	1376092800
A03364251DGXSGA9PSR99	B009DUJCVQ	1376092800
A03364251DGXSGA9PSR99	B0098TKSLU	1376870400
A03364251DGXSGA9PSR99	B002QFGKUQ	1377648000
A03364251DGXSGA9PSR99	B003AJJTXM	1377648000
A03364251DGXSGA9PSR99	B005OZJYUS	1378771200
A03364251DGXSGA9PSR99	B004OEO0E0	1379376000
A03364251DGXSGA9PSR99	B007M6EALK	1379980800
A03364251DGXSGA9PSR99	B0016L3QDK	1381363200
A03364251DGXSGA9PSR99	B0050WT2I4	1391385600
A099766128UI0NCS98N1E	B0048KSGZO	1364256000
A099766128UI0NCS98N1E	B004BCX8B6	1364256000
A099766128UI0NCS98N1E	B005OU2Y1E	1368489600
A099766128UI0NCS98N1E	B004AGM47C	1371254400
A099766128UI0NCS98N1E	B0012UEJ1S	1372032000
A099766128UI0NCS98N1E	B0007W1R58	1375833600
A099766128UI0NCS98N1E	B003OIPJZ6	1386288000
A099766128UI0NCS98N1E	B004DIUWAI	1386288000
A099766128UI0NCS98N1E	B006OHM542	1386288000
A099766128UI0NCS98N1E	B008CEDY5O	1386288000
A099766128UI0NCS98N1E	B009YVCSYM	1386288000
A099766128UI0NCS98N1E	B00008MOQE	1389571200
A099766128UI0NCS98N1E	B0001TOH8G	1389571200
A099766128UI0NCS98N1E	B003RF82UK	1401753600
A099766128UI0NCS98N1E	B001YTD3G4	1402876800
A099766128UI0NCS98N1E	B005BDO4TY	1402876800
A100WO06OQR8BQ	B001FSK8QM	1230422400
A100WO06OQR8BQ	B0027CT5VO	1256860800
A100WO06OQR8BQ	B0030GFY02	1267401600
A100WO06OQR8BQ	B003EH20VI	1275091200
A100WO06OQR8BQ	B003JA5OJA	1275955200
A100WO06OQR8BQ	B000U0F9GA	1279670400
A100WO06OQR8BQ	B003FKSVMG	1285200000
A100WO06OQR8BQ	B003V264WW	1289433600
A100WO06OQR8BQ	B001U0ONNY	1312502400
A100WO06OQR8BQ	B005TI7LHS	1325203200
A100WO06OQR8BQ	B0063A432W	1338681600
A100WO06OQR8BQ	B007JT7AEY	1341878400
A100WO06OQR8BQ	B007JT7ARQ	1343433600
A100WO06OQR8BQ	B007RTR9DS	1345680000
A100WO06OQR8BQ	B005XIM6J2	1346112000
A100WO06OQR8BQ	B0089JVEOK	1353801600
A100WO06OQR8BQ	B0072XRJ20	1358899200
A100WO06OQR8BQ	B000YZJMHS	1358985600
A100WO06OQR8BQ	B000YZLP4Q	1358985600
A100WO06OQR8BQ	B0072XUY7W	1358985600
A100WO06OQR8BQ	B000YZGP4G	1359072000
A100WO06OQR8BQ	B000YZGPKU	1359072000
A100WO06OQR8BQ	B001T8MN16	1359072000
A100WO06OQR8BQ	B0072XR560	1359072000
A100WO06OQR8BQ	B00AAJTDLI	1361923200
A100WO06OQR8BQ	B00AE07CPM	1362009600
A100WO06OQR8BQ	B00AE07EGO	1362009600
A100WO06OQR8BQ	B001ECQ55M	1363996800
A100WO06OQR8BQ	B00A0J09C0	1364169600
A100WO06OQR8BQ	B00AO379NE	1364342400
