uid	sid	timestamp
A04673051X8PCSPHE4E79	B000AQMBOM	1351728000
A04673051X8PCSPHE4E79	B0002IOARE	1357257600
A04673051X8PCSPHE4E79	B0079QF4Z4	1357257600
A04673051X8PCSPHE4E79	B004V90PAG	1364947200
A04673051X8PCSPHE4E79	B0014VTRF8	1365465600
A04673051X8PCSPHE4E79	B001AMZXQI	1365465600
A04673051X8PCSPHE4E79	B002CKB064	1365465600
A04673051X8PCSPHE4E79	B00551HARU	1365465600
A04673051X8PCSPHE4E79	B008SELU4U	1365465600
A04673051X8PCSPHE4E79	B001F0IA1K	1366675200
A04673051X8PCSPHE4E79	B001IBIQ5Q	1388275200
A04673051X8PCSPHE4E79	B002ZVKMVY	1388275200
A04673051X8PCSPHE4E79	B004690CT0	1388275200
A04673051X8PCSPHE4E79	B005J13VCO	1388275200
A04673051X8PCSPHE4E79	B006X9DLQM	1388275200
A04673051X8PCSPHE4E79	B002ZVQL1E	1388448000
A04673051X8PCSPHE4E79	B007LDRXWW	1388448000
A04673051X8PCSPHE4E79	B002E6UWE2	1388966400
A04673051X8PCSPHE4E79	B0000CF1CM	1389830400
A04673051X8PCSPHE4E79	B002TUSK0G	1391817600
A04673051X8PCSPHE4E79	B002ZYRV2E	1394064000
A04673051X8PCSPHE4E79	B0035KU9SK	1394064000
A04673051X8PCSPHE4E79	B00D67C0VQ	1394064000
A04673051X8PCSPHE4E79	B0002INWLY	1403308800
A04673051X8PCSPHE4E79	B0039OU6NK	1403308800
A04970252MNRWV2RKDKAL	B0035KU9SK	1375660800
A04970252MNRWV2RKDKAL	B004TH8X3G	1375660800
A04970252MNRWV2RKDKAL	B005UGIPUQ	1375660800
A04970252MNRWV2RKDKAL	B005WUDQ8G	1375660800
A04970252MNRWV2RKDKAL	B001TNYJMW	1376092800
A04970252MNRWV2RKDKAL	B002ZYRV2E	1376092800
A04970252MNRWV2RKDKAL	B002CKB064	1383955200
A04970252MNRWV2RKDKAL	B002ZU06IO	1383955200
A04970252MNRWV2RKDKAL	B00494198A	1383955200
A04970252MNRWV2RKDKAL	B00926ANUK	1385424000
A04970252MNRWV2RKDKAL	B00AKHZOAO	1385424000
A04970252MNRWV2RKDKAL	B00B6DWS4G	1385424000
A04970252MNRWV2RKDKAL	B002GO04MC	1386028800
A04970252MNRWV2RKDKAL	B003LT3ISI	1392508800
A04970252MNRWV2RKDKAL	B00D8TZ8N4	1392508800
A04970252MNRWV2RKDKAL	B001BZPJRC	1392681600
A04970252MNRWV2RKDKAL	B004SH1I7U	1392681600
A04970252MNRWV2RKDKAL	B0060AKPYU	1392681600
A08324222HTYZDE4L3F8Z	B002TUSHSQ	1363824000
A08324222HTYZDE4L3F8Z	B005EU4ZKW	1363824000
A08324222HTYZDE4L3F8Z	B004KJRVNG	1364774400
A08324222HTYZDE4L3F8Z	B000S5ODN2	1368230400
A08324222HTYZDE4L3F8Z	B001AO2NU0	1368230400
A08324222HTYZDE4L3F8Z	B002KENWZY	1368230400
A08324222HTYZDE4L3F8Z	B004Q5UASW	1368230400
A08324222HTYZDE4L3F8Z	B003ISKM9K	1370304000
A08324222HTYZDE4L3F8Z	B000GF1HKQ	1377734400
A08324222HTYZDE4L3F8Z	B000GHUS0E	1381708800
A08324222HTYZDE4L3F8Z	B003TNV46O	1387324800
A08324222HTYZDE4L3F8Z	B002GO05LM	1390176000
A08324222HTYZDE4L3F8Z	B002TUAHRK	1390176000
A08324222HTYZDE4L3F8Z	B0051F8RPE	1390176000
A08324222HTYZDE4L3F8Z	B002OKWHVO	1390262400
A08324222HTYZDE4L3F8Z	B00420ON7K	1396224000
A08324222HTYZDE4L3F8Z	B002ZFHPXS	1396569600
A08324222HTYZDE4L3F8Z	B007EI7YG4	1397088000
A08324222HTYZDE4L3F8Z	B002OKSL8W	1400198400
A08324222HTYZDE4L3F8Z	B0038A05X6	1400198400
A08324222HTYZDE4L3F8Z	B004ZENRTI	1400198400
A08324222HTYZDE4L3F8Z	B0051W6CQ8	1400198400
A08324222HTYZDE4L3F8Z	B00B0SVFNC	1400198400
A08324222HTYZDE4L3F8Z	B001949Z4I	1400544000
A08324222HTYZDE4L3F8Z	B0079461O4	1400544000
A08324222HTYZDE4L3F8Z	B0000E1R4Z	1402876800
A08324222HTYZDE4L3F8Z	B00C33FZS4	1405987200
A101TN0086BI4Y	B000NJUUKS	1350086400
A101TN0086BI4Y	B002AQRJZQ	1353888000
A101TN0086BI4Y	B003FYZGC0	1355097600
A101TN0086BI4Y	B0046O0FJW	1355097600
A101TN0086BI4Y	B004ZAIXSC	1355097600
A101TN0086BI4Y	B005QAIFT2	1355097600
A101TN0086BI4Y	B0001GS19U	1359936000
A101TN0086BI4Y	B0007QCP28	1359936000
A101TN0086BI4Y	B000FA1B9O	1359936000
A101TN0086BI4Y	B000HDJ6AK	1359936000
A101TN0086BI4Y	B001U03VEQ	1359936000
A101TN0086BI4Y	B002QETQZ8	1359936000
A101TN0086BI4Y	B003TPR73G	1359936000
A101TN0086BI4Y	B0058DHX5Y	1359936000
A101TN0086BI4Y	B006M9NJIS	1359936000
A101TN0086BI4Y	B000HDK8H0	1369958400
A101TN0086BI4Y	B003EGO5MQ	1369958400
A101TN0086BI4Y	B008ER7EZK	1369958400
A101TN0086BI4Y	B001MVFDO4	1373241600
A101TN0086BI4Y	B002TUSJGG	1373241600
A10B1TXA36HP2W	B001CEJIXI	1305763200
A10B1TXA36HP2W	B001RAS48W	1305763200
A10B1TXA36HP2W	B001VIYJUM	1305763200
A10B1TXA36HP2W	B0034JR4EO	1305763200
A10B1TXA36HP2W	B003LXJN3I	1305763200
A10B1TXA36HP2W	B000UUV1EY	1305849600
A10B1TXA36HP2W	B001T7QJ9O	1305849600
A10B1TXA36HP2W	B0036Q50FK	1305849600
A10B1TXA36HP2W	B002EWY0TY	1307059200
A10B1TXA36HP2W	B000EI4M5C	1326153600
A10B1TXA36HP2W	B002RILCLY	1326153600
A10B1TXA36HP2W	B004TDQ0WQ	1326153600
A10B1TXA36HP2W	B001CR4AAG	1326412800
A10B1TXA36HP2W	B0013FR09U	1327363200
A10B1TXA36HP2W	B0026LQPEG	1327363200
A10B1TXA36HP2W	B009XMWY5K	1327363200
A10B1TXA36HP2W	B0000C52YT	1345420800
A10B1TXA36HP2W	B000JZ7JM8	1345420800
A10B1TXA36HP2W	B001R644IU	1345420800
A10B1TXA36HP2W	B000Q04NKW	1345507200
A10B1TXA36HP2W	B001Y0Y8C6	1345507200
A10B1TXA36HP2W	B00879R3EW	1345507200
A10B1TXA36HP2W	B0047WOMI8	1352937600
A10B1TXA36HP2W	B001F4SK3E	1360454400
A10B1TXA36HP2W	B00466I8YY	1360886400
A10B1TXA36HP2W	B001WJ67S2	1367366400
A10B1TXA36HP2W	B000PW3ROO	1368662400
A10B1TXA36HP2W	B004TNWD40	1368662400
A10B1TXA36HP2W	B006YBY91K	1368662400
A10B1TXA36HP2W	B000X01JGQ	1368748800
A10B1TXA36HP2W	B003U7SC6O	1368748800
A10B1TXA36HP2W	B0009TUEJE	1373241600
A10B1TXA36HP2W	B000FGZRMU	1373241600
A10B1TXA36HP2W	B001IVPI6G	1373241600
A10B1TXA36HP2W	B002HMBJHC	1373241600
A10B1TXA36HP2W	B0051F8PSI	1373241600
A10CR7JQLFS1JS	B00140QD38	1353715200
A10CR7JQLFS1JS	B000MF68PY	1359504000
A10CR7JQLFS1JS	B0009PUQAU	1359676800
A10CR7JQLFS1JS	B001H53Q6M	1359676800
A10CR7JQLFS1JS	B003R0LSMO	1360108800
A10CR7JQLFS1JS	B004DT6TEK	1360108800
A10CR7JQLFS1JS	B004H9N0YI	1361059200
A10CR7JQLFS1JS	B007BO9G1W	1361491200
A10CR7JQLFS1JS	B008FM04OC	1361491200
A10CR7JQLFS1JS	B001UEL76Q	1361923200
A10CR7JQLFS1JS	B000IE7QYQ	1362096000
A10CR7JQLFS1JS	B001949TKS	1362614400
A10CR7JQLFS1JS	B005KP2LZW	1363392000
A10CR7JQLFS1JS	B00022O5SO	1364688000
A10CR7JQLFS1JS	B00322NAE6	1367798400
A10CR7JQLFS1JS	B006YBXF5Q	1367971200
A10CR7JQLFS1JS	B001TE7CUM	1369958400
A10CR7JQLFS1JS	B0009PUPXS	1370304000
A10CR7JQLFS1JS	B0009PUQVE	1370304000
A10CR7JQLFS1JS	B0010KJ1HC	1370304000
A10CR7JQLFS1JS	B00004YVB4	1374451200
A10CR7JQLFS1JS	B004DT4A50	1375747200
A10CR7JQLFS1JS	B000MLU8PE	1378598400
A10CR7JQLFS1JS	B007G2EKSI	1379030400
