uid	sid	timestamp
A060131923OZAPX4NDRM8	B0002HYDL8	1365379200
A060131923OZAPX4NDRM8	B002KE5OZ0	1365379200
A060131923OZAPX4NDRM8	B003AH6NJ2	1365379200
A060131923OZAPX4NDRM8	B003E6NHSE	1365379200
A060131923OZAPX4NDRM8	B000GL1HV4	1374192000
A060131923OZAPX4NDRM8	B00146G71U	1374192000
A060131923OZAPX4NDRM8	B00146LV5C	1374192000
A060131923OZAPX4NDRM8	B00381A1OI	1389312000
A060131923OZAPX4NDRM8	B00381A1PM	1389312000
A060131923OZAPX4NDRM8	B003M2XTJC	1389312000
A060131923OZAPX4NDRM8	B003M2XTJM	1389312000
A060131923OZAPX4NDRM8	B004HHKFIY	1389312000
A060131923OZAPX4NDRM8	B004QPDGTC	1389312000
A060131923OZAPX4NDRM8	B00BQYR0PC	1389312000
A060131923OZAPX4NDRM8	B004QJ5ATM	1389571200
A102QPG7QM1J40	B0017JBR6O	1325030400
A102QPG7QM1J40	B0027CS7DG	1325030400
A102QPG7QM1J40	B002X3VIDU	1325030400
A102QPG7QM1J40	B004P9591C	1325030400
A102QPG7QM1J40	B004P98QGC	1325116800
A102QPG7QM1J40	B0001X2XE2	1356480000
A102QPG7QM1J40	B0001XNTJA	1356480000
A102QPG7QM1J40	B000AM2K56	1356480000
A102QPG7QM1J40	B000GR75SC	1356480000
A102QPG7QM1J40	B002SXMH3A	1356480000
A102QPG7QM1J40	B00329K1V4	1356480000
A102QPG7QM1J40	B0042ESFMK	1356480000
A102QPG7QM1J40	B0044T2ATW	1356480000
A102QPG7QM1J40	B004M06UBW	1356480000
A102QPG7QM1J40	B004PBLP5O	1356480000
A102QPG7QM1J40	B007RDFO0Y	1356480000
A102QPG7QM1J40	B007RM5DTC	1356480000
A10566TEP2SO6I	B00007A1S2	1083024000
A10566TEP2SO6I	B000059EHX	1098403200
A10566TEP2SO6I	B00005BHK6	1098403200
A10566TEP2SO6I	B00005BHK9	1098403200
A10566TEP2SO6I	B000062TS8	1098403200
A10566TEP2SO6I	B00006JIO3	1098403200
A10566TEP2SO6I	B00009KWZR	1098403200
A10566TEP2SO6I	B000BTNQUQ	1098403200
A10566TEP2SO6I	B00012TGL6	1099094400
A10566TEP2SO6I	B000284X58	1099440000
A10566TEP2SO6I	B0006216Q4	1111622400
A10566TEP2SO6I	B00004TRD7	1111708800
A10566TEP2SO6I	B00009KWYS	1111708800
A10566TEP2SO6I	B00009KX0J	1111708800
A10566TEP2SO6I	B00012TGK2	1111708800
A10566TEP2SO6I	B00007GCYO	1111795200
A10566TEP2SO6I	B00020LYBC	1113868800
A10566TEP2SO6I	B0001H09F8	1114128000
A10566TEP2SO6I	B00000JJ7S	1121990400
A10566TEP2SO6I	B0001NE6W4	1122422400
A105S56ODHGJEK	B0015KVAEE	1229472000
A105S56ODHGJEK	B001446E4W	1232582400
A105S56ODHGJEK	B003P8KZ3Q	1291852800
A105S56ODHGJEK	B00393I3IG	1294704000
A105S56ODHGJEK	B004P90PIO	1310774400
A105S56ODHGJEK	B00421AGOS	1315699200
A105S56ODHGJEK	B004Z1JUJ2	1329955200
A105S56ODHGJEK	B006CC0TQ0	1331251200
A105S56ODHGJEK	B006CBZW90	1352851200
A105S56ODHGJEK	B006O6F932	1356480000
A105S56ODHGJEK	B005H29GSI	1366761600
A105S56ODHGJEK	B00CJO902E	1376524800
A105S56ODHGJEK	B00ARQW0NM	1380067200
A105S56ODHGJEK	B00ARQW0X2	1380067200
A105S56ODHGJEK	B00ANLNU30	1387324800
A105S56ODHGJEK	B00EAHY1QS	1402704000
A105S56ODHGJEK	B005SDG6HU	1404518400
A10BAU1962PTFU	B0085Y3JNS	1296777600
A10BAU1962PTFU	B00005NQE8	1302480000
A10BAU1962PTFU	B00006408Q	1302480000
A10BAU1962PTFU	B00000J4YP	1305504000
A10BAU1962PTFU	B0007Y4DLG	1305504000
A10BAU1962PTFU	B000ELV3ZG	1305504000
A10BAU1962PTFU	B000GIJ4Y4	1305504000
A10BAU1962PTFU	B000II0TBY	1305504000
A10BAU1962PTFU	B001W2WKS0	1305504000
A10BAU1962PTFU	B000GI0S4E	1305676800
A10BAU1962PTFU	B0000AVBPM	1307491200
A10BAU1962PTFU	B000296LPC	1308614400
A10BAU1962PTFU	B000FIOB2A	1308614400
A10BAU1962PTFU	B003JQT4Y0	1308614400
A10BAU1962PTFU	B003YND2GY	1369008000
A10C5CJK1YKGV0	B0015UXJOI	1225152000
A10C5CJK1YKGV0	B0016H1OPQ	1225238400
A10C5CJK1YKGV0	B0016J9ON8	1225411200
A10C5CJK1YKGV0	B00153BFA0	1226966400
A10C5CJK1YKGV0	B000MVLNSK	1239148800
A10C5CJK1YKGV0	B003AJ7PGA	1290038400
A10C5CJK1YKGV0	B003AJD4V0	1291507200
A10C5CJK1YKGV0	B000EUHKUE	1292371200
A10C5CJK1YKGV0	B003H9MTJ6	1292889600
A10C5CJK1YKGV0	B0057QY0U8	1328054400
A10C5CJK1YKGV0	B004Q2Q0RU	1328486400
A10C5CJK1YKGV0	B000FGECAI	1332720000
A10C5CJK1YKGV0	B001KCUC5U	1348358400
A10C5CJK1YKGV0	B0084BPZES	1348358400
A10C5CJK1YKGV0	B006ROJIAG	1349568000
A10C5CJK1YKGV0	B0071V3B3E	1362700800
A10C5CJK1YKGV0	B007X93L34	1398643200
A10C5CJK1YKGV0	B007XVYOM4	1398643200
A10CGJVD30HSNB	B000284ZNI	1337299200
A10CGJVD30HSNB	B000AM2K56	1337299200
A10CGJVD30HSNB	B000EULXAM	1337299200
A10CGJVD30HSNB	B0057576XC	1337299200
A10CGJVD30HSNB	B000LSZVKA	1338681600
A10CGJVD30HSNB	B00004TFYY	1340323200
A10CGJVD30HSNB	B000641DPQ	1342224000
A10CGJVD30HSNB	B000ZPM5GC	1384905600
A10CGJVD30HSNB	B003WE34HC	1384905600
A10CGJVD30HSNB	B004S6A1QK	1384905600
A10CGJVD30HSNB	B000W3XEQM	1385251200
A10CGJVD30HSNB	B0009DPQUM	1387929600
A10CGJVD30HSNB	B000JNE658	1387929600
A10CGJVD30HSNB	B000DH333G	1389484800
A10CGJVD30HSNB	B000LSZVJQ	1389484800
A10CGJVD30HSNB	B000W3RYQS	1389484800
A10CGJVD30HSNB	B001W09LO8	1389484800
A10CGJVD30HSNB	B002YITFWK	1389484800
A10CGJVD30HSNB	B006O6FKG8	1389484800
A10CGJVD30HSNB	B00CCIKII2	1389484800
A10E3F50DIUJEE	B004Z3MLLY	1314230400
A10E3F50DIUJEE	B004LYP0HY	1315267200
A10E3F50DIUJEE	B004LKRRBU	1316649600
A10E3F50DIUJEE	B006BMM75W	1329955200
A10E3F50DIUJEE	B004O0TOJ0	1335657600
A10E3F50DIUJEE	B006OZJWY0	1338768000
A10E3F50DIUJEE	B006OJM52C	1341360000
